grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-14754_8153,40.76626944533875,-73.77240027933125,16,15.6875,13,2,58.905746,1
-14755_8118,40.59358681375,-73.77654816589,1,12.0,1,0,25.588884,0
-14755_8119,40.59570006866,-73.77502512325,1,24.0,1,0,17.508142,0
-14755_8129,40.64579045505,-73.7767618438,2,7.5,1,2,99.75072,1
-14755_8132,40.66344680907,-73.77701972071,2,8.5,2,1,17.111229,1
-14755_8133,40.666170148935,-73.779411268155,2,12.5,2,0,21.189312,0
-14755_8134,40.67342843787,-73.77572265909501,2,12.0,2,1,15.110241,1
-14755_8135,40.67921201108857,-73.77830283823,7,11.428571428571429,7,0,23.12172,0
-14755_8138,40.691268230165,-73.77822718236,4,9.0,3,0,6.883682,0
-14755_8141,40.70818773792001,-73.77587156484,3,13.0,3,1,20.612497,1
-14755_8142,40.713847317905,-73.778502567,4,17.75,4,1,25.920248,1
-14755_8145,40.72960446126,-73.77972484789667,3,26.0,2,1,25.47796,1
-14755_8146,40.73018201636,-73.77842280948,1,33.0,1,0,20.335403,0
-14755_8147,40.73693332023,-73.77798890522,1,13.0,1,0,25.82157,0
-14755_8148,40.74416770264,-73.77614583386,1,13.0,1,1,31.739368,1
-14755_8151,40.7579929394025,-73.7781864443825,4,13.75,4,0,37.965378,0
-14755_8153,40.76750552554,-73.77991549785,1,9.0,1,0,40.817165,0
-14755_8155,40.7784910953477,-73.77738484727462,13,17.76923076923077,11,2,80.63026,1
-14755_8156,40.78136553353334,-73.77653424854333,3,17.333333333333332,2,2,78.224205,1
-14756_8133,40.668805055195,-73.781876310205,4,34.25,4,0,30.975004,0
-14756_8136,40.683029981385005,-73.78227757943,2,11.0,2,0,12.215927,0
-14756_8138,40.69498419238,-73.78191563713,1,7.0,1,0,6.5341845,0
-14756_8139,40.69667918163,-73.78365191017333,3,8.666666666666666,2,0,7.186739,0
-14756_8140,40.70268514646,-73.78144312706,1,21.0,1,0,12.197216,0
-14756_8141,40.70754212073667,-73.78366281370667,6,21.0,5,0,23.771242,0
-14756_8142,40.712949953997,-73.782539463621,10,12.1,9,1,28.797823,1
-14756_8145,40.72919229864375,-73.781165077285,8,16.75,5,0,30.016188,0
-14756_8146,40.73418542635,-73.78353687918,1,48.0,1,0,27.075233,0
